english_caption,bengali_caption
a boy baseball player in a green and yellow jersey leaps for the ball .,সবুজ জামা পরা ছেলে বেসবল খেলোয়াড়টি বল আটকানোর চেষ্টা করছে
a boy chasing a baseball .,এক বালক একটি বেসবলেরপিছু ছুটছে।
a little boy playing baseball goes for the ball on the ground .,একটি ছোট ছেলে বেসবল খেলছে এবং মাটিতে পরে থাকা বলের জন্য যায়
a young boy dives to catch the ball during a baseball game .,এক ছেলে বল লুফে নিচ্ছে
the boy in the green and yellow shirt has a glove on and is going towards the ball .,সবুজ এবং হলুদ শার্টের ছেলেটির একটি গ্লোভ রয়েছে এবং বলের দিকে যাচ্ছে।
a child throws something for a white dog to catch .,একটি বাচ্চা তার পোষা কুকুরের দিকে খাবার ছুড়ে দিচ্ছে
a girl trains her white dog with treats .,এক মেয়ে খাবার দিয়ে তার সাদা কুকুরকে প্রশিক্ষণ দিচ্ছে ।
a little girl plays fetch with a white dog .,একটি ছোট্ট মেয়ে একটি সাদা কুকুরের সাথে ছোঁড়াছুঁড়ি খেলছে।
girl gives treat to jumping dog .,এক মেয়ে একটি কুকুরকে খাবার দিচ্ছে
little girl throwing food in the air for her white dog to catch .,ছোট মেয়েটি তার সাদা কুকুরটিকে ধরার জন্য বাতাসে খাবার ছুড়ছে।
a person and a black dog are walking through the snow .,একজন লোক ও একটি কালো কুকুর বরফের মধ্য দিয়ে হেঁটে যাচ্ছে
a person climbs a snowy hill while a black dog follows .,এক ব্যক্তি একটি বরফের পাহাড় আরোহণ করছে যখন একটি কালো কুকুর তাকে অনুসরণ করছে।
a person climbs up a snowy hill while their dog follows .,একজন ব্যক্তি বরফের পাহাড়ের উপরে উঠে যখন তাদের কুকুরটি অনুসরণ করছে।
a person hiking up a hill in the snow with a dog .,একলোক একটি কুকুরের সাথে বরফের পাহাড়ে চড়ছেন
the hiker is walking up a snow covered hill with a black dog .,হাইকারটি একটি কালো কুকুরের সাথে বরফ ঢাকা পাহাড়ের উপর দিয়ে হাঁটছে
a boy is diving through the air into a swimming pool .,ছেলেটি সাঁতারের পুকুরে ঝাঁপ দিচ্ছে
a boy jumps into a pool on a bright sunny day .,একটি রৌদ্রজ্জ্বল দিনে এক বালক পুলে লাফ দিচ্ছে ।
