,id,translation
12242,12242,"{'en': 'an orange canoe aimed toward two other canoes on a lake .', 'bn': 'একটি কমলা রঙের সরু নৌকা তীরের দিকে অগ্রসর হচ্ছে'}"
12243,12243,"{'en': 'several orange kayakers row in a mountain lake .', 'bn': 'বেশ কয়েকটি কমলা কায়কার সারি সারি পাহাড়ের লেকে।'}"
12244,12244,"{'en': 'three kayaks are out on the water with a mountain in the background .', 'bn': 'তিনটে কায়াক পানিতে যার পিছনে পাহাড় ।'}"
12245,12245,"{'en': 'two canoes cross the water , behind them are some houses .', 'bn': 'দুটি ছোট নৌকা নদী পার হচ্ছে যার পেছনে ছোট ছোট বাড়ি আছে'}"
12246,12246,"{'en': 'view of a mountain as seen from a kayak .', 'bn': 'এক লোক কায়াকে বসে পাহাড়ের দৃশ্য দেখছেন'}"
12247,12247,"{'en': 'a blonde boy stands among people in a shady setting with a large snake wrapped around his chest .', 'bn': 'ছেলেটি একটি বড় সাপ নিয়ে দাঁড়িয়ে আছে'}"
12248,12248,"{'en': 'a boy carries a huge snake around his neck outside .', 'bn': 'একটি ছেলে গলায় একটি বিশাল সাপ বহন করে।'}"
12249,12249,"{'en': 'a boy has a large snake wrapped around him .', 'bn': 'এক বালক একটি বড় সাপ জরিয়ে আছে।'}"
12250,12250,"{'en': 'a little boy in a green shirt is holding a large snake .', 'bn': 'সবুজ শার্টের এক ছোট ছেলে একটি বিশাল সাপ ধরে আছে'}"
12251,12251,"{'en': 'a young boy has a snake draped over his shoulders .', 'bn': 'এক বাচ্চা তার কাঁধে সাপ নিয়ে আছে'}"
12252,12252,"{'en': 'people kayaking in snowy and mountainous region .', 'bn': 'বরফ এবং পার্বত্য অঞ্চলে মানুষগুলো নৌকা চালাচ্ছে'}"
12253,12253,"{'en': 'snowy mountains are in the background of three ocean kayakers .', 'bn': 'তুষারময় পাহাড় তিনটি সমুদ্র কায়াকারের পটভূমিতে।'}"
12254,12254,"{'en': 'three kayakers are traveling in the water alongside snowcapped mountains .', 'bn': 'বরফে ঢাকা পাহাড়ের পাশে তিনজন কায়াকে চড়ছে।'}"
12255,12255,"{'en': 'three men kayaking with mountains in the background', 'bn': 'তিনজন লোক কায়াকিং করছে যাদের পেছনে পাহাড় দেখা যাচ্ছে'}"
12256,12256,"{'en': 'three people on red boats paddle through water with mountains in the background .', 'bn': 'তিন লোক পাহাড়ের পাশে হ্রদে নৌকা চালাচ্ছে'}"
12257,12257,"{'en': 'a boy catcher in a helmet , stretching out his gloved hand for a catch .', 'bn': 'হেলমেট পরা ছেলেটি বল ধরার জন্য তার হাত সামনের দিকে অগ্রসর করেছে'}"
12258,12258,"{'en': 'a catcher in a red and white uniform plays at a baseball game .', 'bn': 'একটি লাল এবং সাদা ইউনিফর্মের ক্যাচার একটি বেসবল গেম খেলে।'}"
12259,12259,"{'en': 'a catcher with a red shirt is standing in the dirt with his glove held out .', 'bn': 'লাল গেঞ্জি পড়া এক ক্যাচার তার গ্লাভস বের করে ময়লায়  দাঁড়িয়ে আছে।'}"
12260,12260,"{'en': 'a child catcher reaching out his mitt to catch a ball .', 'bn': 'একটি বাচ্চা ক্যাচার তার দস্তানা বাড়াচ্ছে বল ধরার জন্য'}"
12261,12261,"{'en': 'the boy is bending down ready to catch the ball .', 'bn': 'এক ছেলে বল ধরার জন্য ঝুকে আছে'}"
12262,12262,"{'en': 'a couple sits atop a mountain looking down at the scenery .', 'bn': 'একটি দম্পতি পাহাড়ের চূড়ায় বসে প্রাকৃতিক দৃশ্য উপভোগ করছে'}"
12263,12263,"{'en': 'a couple sitting on a rock overlooking a valley filled with trees', 'bn': 'গাছপালায় ভরা উপত্যকার মুখোমুখি এক পাথরে বসে এক দম্পতি'}"
12264,12264,"{'en': 'a man and a woman in an orange shirt are sitting on a rock and looking at the view of the trees and the hills .', 'bn': 'এক ব্যক্তি ও কমলা পড়া এক নারী পাথরে বসে গাছপালা ও পাহাড়ের দৃশ্য দেখছে।'}"
12265,12265,"{'en': 'the couple is sitting on a rock overlooking a valley .', 'bn': 'এক দম্পতি পাথরের ওপর বসে উপত্যকা দেখছে'}"
12266,12266,"{'en': 'two people sitting on a rock overlooking a forest .', 'bn': 'পাহাড়ের চূড়ায় এক পাথরে একজন লোক ও মহিলা বসে আছে'}"
12267,12267,"{'en': 'a person with their face covered , standing in a desert .', 'bn': 'মুখ ঢেকে রাখা একটি মেয়ে মরুভূমিতে দাঁড়িয়ে আছে'}"
12268,12268,"{'en': 'a woman in a headscarf in the desert', 'bn': 'মরুভূমিতে মাথার স্কার্ফে এক মহিলা'}"
12269,12269,"{'en': 'a young child walking in the desert with her head covered with a scarf', 'bn': 'স্কার্ফে মাথা ঢেকে এক ছোট শিশু মরুভূমিতে হাটছে।'}"
12270,12270,"{'en': 'a young girl has her face covered with a traditional black scarf .', 'bn': 'একটি ছোট মেয়ে তার মুখ ঐতিহ্যবাহী কালো ওড়না দিয়ে ঢেকে রেখেছে'}"
12271,12271,"{'en': 'girl wearing black headscarf walks in desert .', 'bn': 'কালো ওড়না দিয়ে মাথা মোড়ানো এক মেয়ে মরুভুমিতে হাটছে'}"
12272,12272,"{'en': 'a girl with dreadlocks standing in a pool', 'bn': 'হাস্যোজ্জল মেয়েটি পুকুরে দাঁড়িয়ে আছে'}"
12273,12273,"{'en': 'a little girl in a pink bathing suit laughs by a pool .', 'bn': 'একটি গোলাপী স্নানের স্যুটে একটি ছোট মেয়ে পুলের কাছে হাসছে।'}"
12274,12274,"{'en': 'a small black girl in a bathing suit', 'bn': 'এক ছোট কৃশাঙ্গ মেয়ে গোসলের পোশাকে।'}"
12275,12275,"{'en': 'a young girl in a pool .', 'bn': 'পুলে একটি ছোট মেয়ে'}"
12276,12276,"{'en': 'young african-american girl in a red bathing suit at the edge of the pool .', 'bn': 'এক বাচ্চা মেয়ে সাঁতারের পোশাক পড়ে সুইমিংপুলের পাশে দাঁড়িয়ে আছে'}"
12277,12277,"{'en': 'a brown dog next to a stone bench .', 'bn': 'একটি বাদামী কুকুর একটি পাথরের লম্বা আসনের পাশে বসে আছে'}"
12278,12278,"{'en': 'a small dog sits under a bench .', 'bn': 'একটি ছোট কুকুর বেঞ্চের নীচে বসে আছে।'}"
12279,12279,"{'en': 'a small dog wearing a collar sits next to a concrete bench .', 'bn': 'কলার পড়া এক ছোট কুকুর কংক্রিট বেঞ্চের পাশে বসে আছে।'}"
12280,12280,"{'en': 'a tan dog sits in the sand by a beach looking sad .', 'bn': 'সমুদ্র সৈকতের পাশে বালুতে একটি তামাটে কুকুর দুঃখী মুখে বসে আছে'}"
12281,12281,"{'en': 'the small dog is wearing a red collar and sits in the sand behind a stone object .', 'bn': 'বালির মধ্যে একটি বেঞ্চের পাশে একটি কুকুর বসে আছে'}"
12282,12282,"{'en': 'two brown dogs play with a frisbee in the water .', 'bn': 'পানিতে দুটি কুকুর একটি ফ্রিসবি নিয়ে খেলছে'}"
